index,authors,title,publish_date,description,main_story,url
2949,"['Adam Carter Is A Newfoundlander Who Now Calls Toronto Home. He Enjoys A Good Story', 'Playing Loud...",Sick woman pleads for expanded testing in Ontario after parents test positive for COVID-19,2020-04-06,"Agnes Sokolowska is imploring health-care leaders to expand the scope of testing in Ontario, which h...","The last time Agnes Sokolowska saw her father, he was barely able to stand as paramedics led him out...",https://www.cbc.ca/news/canada/toronto/ontario-covid-testing-coronavirus-1.5523601
2950,[],This is not the time': Heiltsuk Nation tells yachters they can't visit during COVID-19 pandemic,2020-04-06,"Despite daily exhortations from health-care officials to stay home during the COVID-19 pandemic, and...","Despite daily exhortations from health-care officials to stay home during the COVID-19 pandemic, and...",https://www.cbc.ca/news/canada/british-columbia/heiltsuk-coronavirus-bylaw-travel-restriction-1.5522...
2951,[],Rolling River First Nation distributes care packages to every household on reserve,2020-04-06,One First Nation in southern Manitoba has helped their members during the COVID-19 pandemic by distr...,One First Nation in southern Manitoba has helped their members during the COVID-19 pandemic by distr...,https://www.cbc.ca/news/indigenous/rolling-river-coronavirus-care-packages-1.5521735
2952,['Cbc News'],One month in: Looking back at how Alberta has handled COVID-19,2020-04-06,"It has been one month since Alberta's first case of COVID-19 was reported. Since then, numerous rest...",Alberta's chief medical officer of health delivered news on March 5 that Albertans did not want to h...,https://www.cbc.ca/news/canada/edmonton/alberta-covid-19-coronavirus-deena-hinshaw-1.5520468
2953,"['Reporter', 'Cbc Toronto', ""Nicole Brockbank Is A Reporter For Cbc Toronto'S Enterprise Unit. Fuell...",Toys 'not comparable to food': Mattel employee criticizes company for staying open during pandemic,2020-04-06,A Mattel employee says the toy company is being careless with the lives of about 40 workers at its M...,A Mattel employee says the toy company is being careless with the lives of about 40 employees who wo...,https://www.cbc.ca/news/canada/toronto/mattel-warehouse-open-coronavirus-1.5521660
2954,['Cbc News'],UPEI expands online classes to 2nd session of summer semester as physical distancing measures persis...,2020-04-27,Officials with UPEI say the university is planning to move some of its summer classes to a virtual f...,Officials with UPEI say the university is planning to move some of its summer classes to a virtual f...,https://www.cbc.ca/news/canada/prince-edward-island/pei-upei-summer-classes-virtual-delivery-1.55463...
2955,['Cbc News'],"What you need to know about COVID-19 in B.C. on April 12, 2020",2020-04-12,"Dr. Bonnie Henry announced 35 new cases on Saturday, bringing British Columbia's total to 1,445.",THE LATEST: 35 new cases of COVID-19 and three more deaths were announced Saturday. The total numb...,https://www.cbc.ca/news/canada/british-columbia/coronavirus-update-what-you-need-to-know-april-12-1....
2956,['Cbc News'],COVID-19 pandemic: What's happening in the GTA today,2020-03-19,Ontario now has 257 confirmed cases of coronavirus and the public is still being warned to socially ...,"Toronto feels like a much slower city today, as self-distancing measures aimed at curbing the spread...",https://www.cbc.ca/news/canada/toronto/coronavirus-toronto-ontario-live-blog-1.5502652
2957,[],We've done so well': Saskatoon's mayor doesn't want COVID-19 measures to lose momentum,2020-04-27,Saskatoon Mayor Charlie Clark says it's essential that people continue to practice physical distanci...,Saskatoon Mayor Charlie Clark says it's essential that people continue to practice physical distanci...,https://www.cbc.ca/news/canada/saskatoon/mayor-doesn-t-want-covid-19-momentum-to-slow-1.5546610
2958,['Cbc News'],One month in: Looking back at how Alberta has handled COVID-19,2020-04-06,"It has been one month since Alberta's first case of COVID-19 was reported. Since then, numerous rest...",Alberta's chief medical officer of health delivered news on March 5 that Albertans did not want to h...,https://www.cbc.ca/news/canada/edmonton/alberta-covid-19-coronavirus-deena-hinshaw-1.5520468
2959,"['Reporter', 'Cbc Toronto', ""Nicole Brockbank Is A Reporter For Cbc Toronto'S Enterprise Unit. Fuell...",Toys 'not comparable to food': Mattel employee criticizes company for staying open during pandemic,2020-04-06,A Mattel employee says the toy company is being careless with the lives of about 40 workers at its M...,A Mattel employee says the toy company is being careless with the lives of about 40 employees who wo...,https://www.cbc.ca/news/canada/toronto/mattel-warehouse-open-coronavirus-1.5521660
2960,['Cbc News'],Screening officer at Toronto's Pearson airport tests positive for COVID-19,2020-03-28,"GardaWorld, the private security firm that employs the officer, was made aware of the positive test ...",A screening officer at Toronto's Pearson International Airport has tested positive for COVID-19. The...,https://www.cbc.ca/news/canada/toronto/screening-officer-toronto-pearson-airport-tests-positive-covi...
2961,['Cbc News'],Multiple COVID-19 cases from Porcupine Health Unit includes first case of community transmission,2020-03-28,The Porcupine Health Unit (PHU) in northeastern Ontario has released more details about four COVID-1...,The Porcupine Health Unit (PHU) in northeastern Ontario has released further details about multiple ...,https://www.cbc.ca/news/canada/sudbury/porcupine-covid19-community-transmission-1.5513801
2962,['The Canadian Press'],"Federal government flooded with 500,000 applications for employment insurance",2020-03-20,"Prime Minister Justin Trudeau says his government has received 500,000 applications for employment i...","Prime Minister Justin Trudeau says the federal government has received 500,000 applications for empl...",https://www.cbc.ca/news/business/coronavirus-employment-insurance-1.5504676
2963,['Cbc News'],"What you need to know about COVID-19 in Ottawa on Thursday, March 19",2020-03-19,CBC Ottawa's latest roundup of key points to know during the coronavirus pandemic.,"Recent developments: 2 new cases in Ottawa, 1 at CFB Trenton. Canada-U.S. border restrictions likel...",https://www.cbc.ca/news/canada/ottawa/covid19-coronavirus-ottawa-symptoms-information-march-19-1.550...
2964,['Travis Kingdon Is A Journalist With Cbc P.E.I. He Moved To The Island Toronto In The Spring Of'],P.E.I. summer camps unsure about upcoming season,2020-04-27,Some camps on P.E.I. are unsure what this summer will look like as the COVID-19 pandemic continues o...,"After having their children at home for more than a month now, some Islanders may be looking forward...",https://www.cbc.ca/news/canada/prince-edward-island/pei-summer-camp-preparations-covid-19-1.5546842
2965,[],Trudeau announces $1.1B scientific strategy to fight COVID-19,2020-04-23,Prime Minister Justin Trudeau announced Thursday a $1.1 billion strategy for medical research to fig...,Prime Minister Justin Trudeau has announced a $1.1 billion strategy for medical research to fight CO...,https://www.cbc.ca/news/politics/trudeau-science-1.5542294
2966,['Cbc News'],"After wife's death, Petrolia, Ont. resident warns others to take COVID-19 more seriously",2020-04-09,"A Petrolia, Ont. resident whose wife died of COVID-19 says he wants people to take the disease more ...","Petrolia, Ont. resident Joe Agocs remembers his wife Lynda Agocs as an incredibly strong knitter, an...",https://www.cbc.ca/news/canada/windsor/petrolia-resident-wifes-death-take-covid19-more-seriously-1.5...
2967,['Cbc News'],B.C. experimenting with malaria and Ebola medications to treat COVID-19 patients,2020-03-29,Provincial health officer says trials are underway at at least one facility as confirmed cases provi...,HIV and malaria medications are being used to treat patients with COVID-19 in B.C. as nearly 900 peo...,https://www.cbc.ca/news/canada/british-columbia/malariaa-medication-covid-1.5513899
2968,['Cbc News'],Rainfall warning issued for Ottawa-Gatineau,2020-03-29,"Heavy rainfall Sunday could lead to flooding in low-lying areas across the region, Environment Canad...","Heavy rainfall Sunday could lead to flooding in low-lying areas across the region, Environment Canad...",https://www.cbc.ca/news/canada/ottawa/rainfall-warning-eastern-ontario-ottawa-1.5513949
2969,[],"Alberta reports 61 new COVID-19 cases, bringing total to 419",2020-03-25,"Alberta reported 61 new cases of COVID-19 on Wednesday, bringing the total so far to 419.","Alberta reported 61 new cases of COVID-19 on Wednesday, bringing the total so far to 419. Those 419 ...",https://www.cbc.ca/news/canada/edmonton/alberta-coronavirus-update-covd-19-dr-deena-hinshaw-1.550952...
2970,['Cbc News'],Get informed on the top stories of the day in one quick scan,2020-03-20,"In today's Morning Brief, we look at why a testing backlog is forcing some provinces to prioritize w...",Good morning! This is our daily news roundup with everything you need to know in one concise read. S...,https://www.cbc.ca/news/morning-brief-march-20-2020-1.5504081
2971,['Thomson Reuters'],Air Canada strikes deal with union to furlough up to 600 pilots,2020-03-24,Air Canada has reached an agreement with its pilots association that would allow the airline to furl...,Air Canada has reached an agreement with its pilots association that would allow the airline to furl...,https://www.cbc.ca/news/business/air-canada-pilots-1.5507945
2972,[],Top public health officer says coming week a crucial period in COVID-19 struggle,2020-03-29,Canada’s chief public health officer says this coming week will be a crucial time during which publi...,Canada's top doctor says this coming week will be a crucial time during which public health official...,https://www.cbc.ca/news/politics/next-week-crucial-coronavirus-1.5514242
2973,[],"Community spread of COVID-19 is down in Waterloo region, so why can't we stop physically distancing?",2020-04-23,"The number of COVID-19 cases contracted through community spread is down in Waterloo region, officia...","The number of cases of COVID-19 from community transmission is down in Waterloo region, but acting m...",https://www.cbc.ca/news/canada/kitchener-waterloo/community-spread-covid-19-waterloo-region-down-1.5...
2974,['Cbc News'],Virtual meet-ups available for LGBTQ students to connect,2020-04-26,Support groups for LGBTQ students in B.C. are moving online to provide vulnerable youth with more op...,Support groups for LGBTQ students in B.C. are moving online to provide vulnerable youth with more op...,https://www.cbc.ca/news/canada/british-columbia/virtual-meet-ups-lgbtq2s-students-connect-1.5545718
2975,['Cbc News'],"Alberta reports 79 new COVID-19 cases, bringing total to 621",2020-03-28,The province announced the largest single-day increase to date of confirmed COVID-19 cases on Saturd...,The province announced the largest single-day increase to date of confirmed COVID-19 cases on Saturd...,https://www.cbc.ca/news/canada/edmonton/alberta-reports-79-new-covid-19-cases-bringing-total-to-621-...
